REGION;EDAD_SEL;TCS_ACT_USARCOMPUTADORA;TCS_ACT_USARCELULAR;TCS_ACT_TRABAJOOCUPACION;TSS_ACT_TRABAJOOCUPACION;EDAD_SEL_percentil;TCS_ACT_USARCOMPUTADORA_percentil;TCS_ACT_USARCELULAR_percentil;TCS_ACT_TRABAJOOCUPACION_percentil;TSS_ACT_TRABAJOOCUPACION_percentil;REGION_NAME
1;42;0;0;450;450.0;0.5;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;35;0;40;410;410.0;0.5;0.05;0.75;0.75;0.9;Gran Buenos Aires
1;26;0;0;0;0.0;0.25;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;43;0;10;370;370.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;17;40;80;0;0.0;0.05;0.95;0.9;0.05;0.05;Gran Buenos Aires
1;25;0;30;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;26;0;10;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;42;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;25;0;20;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;80;130;0;0;0.0;0.99;0.99;0.05;0.05;0.05;Gran Buenos Aires
1;42;0;40;120;120.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;20;0;60;0;0.0;0.1;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;28;120;0;0;0.0;0.25;0.99;0.05;0.05;0.05;Gran Buenos Aires
1;41;0;0;670;665.0;0.5;0.05;0.05;0.95;0.99;Gran Buenos Aires
1;27;0;0;0;0.0;0.25;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;33;0;0;470;470.0;0.5;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;50;0;30;250;250.0;0.75;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;30;0;30;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;52;0;30;630;630.0;0.75;0.05;0.75;0.95;0.95;Gran Buenos Aires
1;77;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;71;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;33;0;60;680;680.0;0.5;0.05;0.75;0.99;0.99;Gran Buenos Aires
1;22;0;0;0;0.0;0.25;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;36;0;0;790;775.0;0.5;0.05;0.05;0.99;0.99;Gran Buenos Aires
1;39;0;60;540;540.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;25;0;0;350;350.0;0.25;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;55;0;10;490;455.0;0.75;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;26;0;0;0;0.0;0.25;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;64;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;61;0;0;490;490.0;0.9;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;27;0;20;410;410.0;0.25;0.05;0.75;0.75;0.9;Gran Buenos Aires
1;32;0;50;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;34;0;0;750;750.0;0.5;0.05;0.05;0.99;0.99;Gran Buenos Aires
1;20;0;0;350;350.0;0.1;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;37;0;0;430;430.0;0.5;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;60;0;0;510;510.0;0.75;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;50;0;0;390;390.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;46;60;170;0;0.0;0.75;0.95;0.95;0.05;0.05;Gran Buenos Aires
1;67;0;0;520;520.0;0.9;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;49;0;170;480;480.0;0.75;0.05;0.95;0.9;0.9;Gran Buenos Aires
1;70;210;0;0;0.0;0.9;0.99;0.05;0.05;0.05;Gran Buenos Aires
1;39;140;0;0;0.0;0.5;0.99;0.05;0.05;0.05;Gran Buenos Aires
1;31;0;0;590;590.0;0.5;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;58;0;0;720;720.0;0.75;0.05;0.05;0.99;0.99;Gran Buenos Aires
1;60;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;37;0;10;510;510.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;32;0;0;510;510.0;0.5;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;28;0;0;0;0.0;0.25;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;72;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;46;0;0;600;590.0;0.75;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;24;60;60;0;0.0;0.25;0.95;0.75;0.05;0.05;Gran Buenos Aires
1;63;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;26;0;0;840;785.0;0.25;0.05;0.05;0.99;0.99;Gran Buenos Aires
1;48;0;30;0;0.0;0.75;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;69;0;60;0;0.0;0.9;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;84;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;62;0;0;410;410.0;0.9;0.05;0.05;0.75;0.9;Gran Buenos Aires
1;69;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;25;0;0;280;280.0;0.25;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;52;0;110;0;0.0;0.75;0.05;0.9;0.05;0.05;Gran Buenos Aires
1;52;0;0;650;645.0;0.75;0.05;0.05;0.95;0.99;Gran Buenos Aires
1;39;0;0;420;420.0;0.5;0.05;0.05;0.75;0.9;Gran Buenos Aires
1;57;0;10;490;485.0;0.75;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;29;0;10;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;33;0;0;300;285.0;0.5;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;28;160;0;200;200.0;0.25;0.99;0.05;0.75;0.75;Gran Buenos Aires
1;24;0;10;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;23;0;0;0;0.0;0.25;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;22;40;0;0;0.0;0.25;0.95;0.05;0.05;0.05;Gran Buenos Aires
1;40;0;0;420;420.0;0.5;0.05;0.05;0.75;0.9;Gran Buenos Aires
1;70;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;74;0;0;370;370.0;0.95;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;29;0;150;0;0.0;0.25;0.05;0.9;0.05;0.05;Gran Buenos Aires
1;70;0;0;600;600.0;0.9;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;38;0;100;0;0.0;0.5;0.05;0.9;0.05;0.05;Gran Buenos Aires
1;54;120;10;0;0.0;0.75;0.99;0.75;0.05;0.05;Gran Buenos Aires
1;64;0;0;340;340.0;0.9;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;46;0;0;300;300.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;24;0;60;530;530.0;0.25;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;36;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;36;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;61;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;47;0;0;580;580.0;0.75;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;53;0;20;480;480.0;0.75;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;63;0;0;630;630.0;0.9;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;64;0;20;650;650.0;0.9;0.05;0.75;0.95;0.99;Gran Buenos Aires
1;44;0;0;470;430.0;0.75;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;91;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;28;0;10;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;38;0;0;470;470.0;0.5;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;33;60;0;360;330.0;0.5;0.95;0.05;0.75;0.75;Gran Buenos Aires
1;90;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;31;0;30;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;72;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;30;0;40;450;440.0;0.25;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;61;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;33;0;0;40;20.0;0.5;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;38;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;66;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;40;0;10;210;210.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;46;0;20;530;530.0;0.75;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;62;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;84;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;48;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;36;0;20;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;33;0;70;0;0.0;0.5;0.05;0.9;0.05;0.05;Gran Buenos Aires
1;58;120;0;440;440.0;0.75;0.99;0.05;0.9;0.9;Gran Buenos Aires
1;60;0;0;180;180.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;70;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;38;0;10;170;170.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;30;0;30;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;30;0;0;0;0.0;0.25;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;52;70;0;0;0.0;0.75;0.95;0.05;0.05;0.05;Gran Buenos Aires
1;22;0;30;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;48;0;10;380;380.0;0.75;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;17;70;50;0;0.0;0.05;0.95;0.75;0.05;0.05;Gran Buenos Aires
1;48;0;0;380;380.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;50;0;0;470;470.0;0.75;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;50;0;10;420;420.0;0.75;0.05;0.75;0.75;0.9;Gran Buenos Aires
1;37;60;0;550;550.0;0.5;0.95;0.05;0.9;0.95;Gran Buenos Aires
1;55;0;0;700;700.0;0.75;0.05;0.05;0.99;0.99;Gran Buenos Aires
1;27;0;0;620;620.0;0.25;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;57;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;21;0;20;260;260.0;0.1;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;78;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;55;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;78;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;58;0;0;530;530.0;0.75;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;63;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;69;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;72;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;41;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;55;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;37;0;40;260;260.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;61;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;50;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;83;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;52;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;32;0;10;390;390.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;57;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;47;0;30;0;0.0;0.75;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;43;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;80;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;29;0;30;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;55;40;40;480;480.0;0.75;0.95;0.75;0.9;0.9;Gran Buenos Aires
1;44;0;20;460;460.0;0.75;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;72;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;19;0;10;0;0.0;0.1;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;17;0;130;0;0.0;0.05;0.05;0.9;0.05;0.05;Gran Buenos Aires
1;36;0;40;550;535.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;60;0;0;360;360.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;70;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;16;110;20;0;0.0;0.05;0.99;0.75;0.05;0.05;Gran Buenos Aires
1;29;0;0;550;550.0;0.25;0.05;0.05;0.9;0.95;Gran Buenos Aires
1;35;60;40;420;420.0;0.5;0.95;0.75;0.75;0.9;Gran Buenos Aires
1;31;90;50;520;520.0;0.5;0.95;0.75;0.9;0.9;Gran Buenos Aires
1;72;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;49;0;50;500;500.0;0.75;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;40;0;20;480;480.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;29;0;10;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;62;0;0;240;240.0;0.9;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;71;70;0;0;0.0;0.9;0.95;0.05;0.05;0.05;Gran Buenos Aires
1;42;0;0;480;480.0;0.5;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;42;0;0;790;790.0;0.5;0.05;0.05;0.99;0.99;Gran Buenos Aires
1;81;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;31;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;24;90;10;510;510.0;0.25;0.95;0.75;0.9;0.9;Gran Buenos Aires
1;21;0;30;0;0.0;0.1;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;36;40;20;430;430.0;0.5;0.95;0.75;0.9;0.9;Gran Buenos Aires
1;21;50;60;350;350.0;0.1;0.95;0.75;0.75;0.75;Gran Buenos Aires
1;28;0;0;840;810.0;0.25;0.05;0.05;0.99;0.99;Gran Buenos Aires
1;73;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;41;0;30;470;470.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;54;80;0;0;0.0;0.75;0.95;0.05;0.05;0.05;Gran Buenos Aires
1;43;0;30;550;520.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;31;0;0;480;480.0;0.5;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;23;0;30;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;43;0;0;590;449.999;0.5;0.05;0.05;0.95;0.9;Gran Buenos Aires
1;85;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;29;180;0;490;490.0;0.25;0.99;0.05;0.9;0.9;Gran Buenos Aires
1;26;0;20;240;240.0;0.25;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;19;0;0;180;180.0;0.1;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;36;0;30;400;345.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;36;150;0;610;605.0;0.5;0.99;0.05;0.95;0.95;Gran Buenos Aires
1;23;440;0;0;0.0;0.25;0.99;0.05;0.05;0.05;Gran Buenos Aires
1;46;0;0;160;160.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;66;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;82;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;52;10;0;60;60.0;0.75;0.95;0.05;0.75;0.75;Gran Buenos Aires
1;34;0;50;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;38;0;40;440;440.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;32;0;60;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;42;0;60;460;460.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;21;460;130;120;120.0;0.1;0.99;0.9;0.75;0.75;Gran Buenos Aires
1;47;0;0;240;240.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;36;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;59;0;10;410;410.0;0.75;0.05;0.75;0.75;0.9;Gran Buenos Aires
1;16;0;60;0;0.0;0.05;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;62;0;10;280;280.0;0.9;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;22;60;100;0;0.0;0.25;0.95;0.9;0.05;0.05;Gran Buenos Aires
1;55;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;27;0;0;480;480.0;0.25;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;23;60;90;0;0.0;0.25;0.95;0.9;0.05;0.05;Gran Buenos Aires
1;24;0;0;490;490.0;0.25;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;51;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;70;0;0;540;450.0;0.9;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;64;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;84;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;32;0;70;370;370.0;0.5;0.05;0.9;0.75;0.75;Gran Buenos Aires
1;30;0;0;420;420.0;0.25;0.05;0.05;0.75;0.9;Gran Buenos Aires
1;68;0;0;230;230.0;0.9;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;29;0;0;540;540.0;0.25;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;42;0;0;390;390.0;0.5;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;76;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;91;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;72;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;31;0;120;0;0.0;0.5;0.05;0.9;0.05;0.05;Gran Buenos Aires
1;27;0;30;750;735.0;0.25;0.05;0.75;0.99;0.99;Gran Buenos Aires
1;87;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;66;0;20;0;0.0;0.9;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;91;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;47;0;30;220;190.0;0.75;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;52;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;60;110;360;0;0.0;0.75;0.99;0.99;0.05;0.05;Gran Buenos Aires
1;60;0;0;730;670.0;0.75;0.05;0.05;0.99;0.99;Gran Buenos Aires
1;43;0;10;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;30;0;0;450;450.0;0.25;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;50;0;0;380;380.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;68;0;30;0;0.0;0.9;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;45;30;90;300;300.0;0.75;0.95;0.9;0.75;0.75;Gran Buenos Aires
1;80;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;46;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;53;0;60;420;420.0;0.75;0.05;0.75;0.75;0.9;Gran Buenos Aires
1;39;0;0;460;460.0;0.5;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;57;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;22;0;50;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;50;0;0;360;360.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;48;0;40;0;0.0;0.75;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;32;0;90;210;210.0;0.5;0.05;0.9;0.75;0.75;Gran Buenos Aires
1;23;0;50;60;60.0;0.25;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;68;60;0;120;120.0;0.9;0.95;0.05;0.75;0.75;Gran Buenos Aires
1;49;0;100;0;0.0;0.75;0.05;0.9;0.05;0.05;Gran Buenos Aires
1;54;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;53;0;0;480;470.0;0.75;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;44;0;0;550;430.0;0.75;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;54;0;0;420;420.0;0.75;0.05;0.05;0.75;0.9;Gran Buenos Aires
1;23;0;0;0;0.0;0.25;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;63;0;110;0;0.0;0.9;0.05;0.9;0.05;0.05;Gran Buenos Aires
1;57;0;0;600;570.0;0.75;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;43;0;10;360;360.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;43;0;40;570;570.0;0.5;0.05;0.75;0.9;0.95;Gran Buenos Aires
1;73;0;30;0;0.0;0.95;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;62;0;0;390;390.0;0.9;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;72;180;90;140;140.0;0.95;0.99;0.9;0.75;0.75;Gran Buenos Aires
1;44;0;0;300;295.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;95;0;0;0;0.0;0.99;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;16;0;120;0;0.0;0.05;0.05;0.9;0.05;0.05;Gran Buenos Aires
1;48;0;0;480;475.0;0.75;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;14;0;180;0;0.0;0.05;0.05;0.95;0.05;0.05;Gran Buenos Aires
1;43;0;60;100;50.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;41;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;27;0;50;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;52;0;60;580;580.0;0.75;0.05;0.75;0.95;0.95;Gran Buenos Aires
1;24;0;30;0;0.0;0.25;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;63;0;10;0;0.0;0.9;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;58;0;0;590;590.0;0.75;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;58;0;70;550;550.0;0.75;0.05;0.9;0.9;0.95;Gran Buenos Aires
1;65;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;44;0;70;520;500.0;0.75;0.05;0.9;0.9;0.9;Gran Buenos Aires
1;36;0;30;430;430.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;45;0;0;480;480.0;0.75;0.05;0.05;0.9;0.9;Gran Buenos Aires
1;63;0;0;0;0.0;0.9;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;33;0;30;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;17;0;50;0;0.0;0.05;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;31;0;30;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;65;0;0;360;360.0;0.9;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;40;0;0;720;700.0;0.5;0.05;0.05;0.99;0.99;Gran Buenos Aires
1;20;0;20;410;410.0;0.1;0.05;0.75;0.75;0.9;Gran Buenos Aires
1;30;0;80;200;135.0;0.25;0.05;0.9;0.75;0.75;Gran Buenos Aires
1;52;0;0;230;230.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;60;0;0;650;645.0;0.75;0.05;0.05;0.95;0.99;Gran Buenos Aires
1;61;0;0;260;260.0;0.9;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;44;0;0;380;380.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;74;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;37;0;20;370;370.0;0.5;0.05;0.75;0.75;0.75;Gran Buenos Aires
1;36;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;32;0;0;660;660.0;0.5;0.05;0.05;0.95;0.99;Gran Buenos Aires
1;43;0;30;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;68;0;40;0;0.0;0.9;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;32;0;0;240;240.0;0.5;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;77;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;21;150;0;300;300.0;0.1;0.99;0.05;0.75;0.75;Gran Buenos Aires
1;27;0;40;520;515.0;0.25;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;55;0;0;240;240.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;56;0;0;580;580.0;0.75;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;38;0;0;0;0.0;0.5;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;41;30;30;510;510.0;0.5;0.95;0.75;0.9;0.9;Gran Buenos Aires
1;72;0;0;0;0.0;0.95;0.05;0.05;0.05;0.05;Gran Buenos Aires
1;38;0;20;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;85;0;60;0;0.0;0.99;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;37;0;20;0;0.0;0.5;0.05;0.75;0.05;0.05;Gran Buenos Aires
1;43;0;30;480;475.0;0.5;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;49;0;10;470;465.0;0.75;0.05;0.75;0.9;0.9;Gran Buenos Aires
1;46;0;0;590;575.0;0.75;0.05;0.05;0.95;0.95;Gran Buenos Aires
1;58;0;0;300;300.0;0.75;0.05;0.05;0.75;0.75;Gran Buenos Aires
1;46;0;0;0;0.0;0.75;0.05;0.05;0.05;0.05;Gran Buenos Aires
